compound_smiles,viscosity_value,temperature_K,pressure_kPa
CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.03,323.15,100.0
CN1CCCN2CCC[NH+]=C12.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.03,353.0,100.0
CN(C)C(=[NH2+])N(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.03,343.0,100.0
CCCC[n+]1ccn(C)c1.O=C([N-]S(=O)(=O)C(F)(F)F)C(F)(F)C(F)(F)F,0.03,313.0,100.0
CCCCCC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.03,333.0,101.325
CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.03,323.0,101.325
CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.03,328.15,101.0
CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],0.03,363.15,101.325
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.03,328.15,101.0
CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.03,308.15,100.0
CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.03,308.15,101.325
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.03,328.2,101.325
CCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.03,308.0,101.0
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.03,353.0,101.325
CCCn1cc[n+](C)c1.[I-],0.03,363.0,101.325
COCC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],0.03,333.0,101.325
CCC[N+]1(C)CCCC1.N#C[N-]C#N,0.03,298.15,101.325
CCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.02999,358.15,101.325
CCCC[N+]1(C)CCCC1.N#C[N-]C#N,0.02999,308.15,101.325
CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.02999,343.15,101.325
CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.02998,328.15,101.325
CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02998,313.15,101.325
CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02997,323.15,100.0
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.C(C)OCC[P+](CCCC)(CCCC)CCCC,0.02996,338.1,101.325
CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,0.02993,305.82,101.325
CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02993,333.15,30600.0
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.02992,275.715,101.325
CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0299,323.15,100.0
CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,0.0299,343.15,10000.0
CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.0299,298.15,101.325
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0299,328.15,100.0
CCCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,0.0299,298.2,100.9
CCCCn1cc[nH+]c1.O=C([O-])c1ccccc1O,0.0299,338.0,101.325
CCCCCCCCn1cc[n+](C)c1.N#C[C-](C#N)C#N,0.02989,313.15,100.0
CC[NH+]=C(N(C)C)N(C)C.Cl[Fe-](Cl)(Cl)Br,0.02989,313.15,101.325
CCCCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02988,338.15,101.325
CCCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.02987,303.15,101.3
CCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02986,343.15,101.325
CCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02986,348.2,101.325
Cn1cc[n+](CCO)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02983,323.15,101.325
CCCC[n+]1ccn(C)c1C.[N-]=[N+]=[N-],0.02982,363.15,101.0
CC(=O)[O-].CC[n+]1ccn(C)c1,0.02981,328.15,101.0
CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0298,323.15,100.0
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0298,333.15,19910.0
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0298,333.15,15000.0
CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.0298,353.15,5000.0
CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0298,323.1,101.325
CC(=O)[O-].CC[n+]1ccn(C)c1,0.0298,328.15,101.325
CCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0298,328.1,101.325
CCCC[n+]1ccn(C)c1.O=P([O-])(O)O,0.0298,333.15,101.325
CC[N+]1(C)CCCC1.COP(=O)([O-])OC,0.0298,333.15,100.0
COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0298,313.15,101.325
CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0298,313.15,101.325
C[N+](C)(C)CCCC(=O)O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0298,373.0,101.325
CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02979,348.15,96400.0
CCn1cc[n+](C)c1.O=C1O[B-](F)(F)OC1=O,0.02977,313.15,101.325
CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02975,348.15,80600.0
CCCCn1cc[n+](C)c1.O=C(O[B-](F)(F)OC(=O)C(F)(F)F)C(F)(F)F,0.02975,298.15,101.325
CC[n+]1ccn(C)c1.N#C[S-],0.02973,293.15,101.325
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02972,328.27,101.325
CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02971,333.15,30600.0
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0297,365.54,101.325
CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0297,323.15,100.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0297,312.09,100.0
CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.0297,333.15,101.325
CCCCC[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0297,338.15,100.0
CCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0297,328.15,101.325
CCCC[N+](C)(C)C(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0297,333.0,101.325
CCCCn1cc[n+](C)c1.c1cc(OC)ccc1[B-](F)(F)F,0.0297,343.0,101.325
CCCC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0297,333.15,101.325
CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,0.0297,353.15,101.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0297,298.0,100.0
COCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0297,313.15,101.325
CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0297,318.0,101.325
C[n+]1ccn(CCO)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0297,338.0,101.325
CCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0297,333.15,101.0
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(CC)CC)1c(N(CC)CC)[c+]1N(CCCC)C,0.0297,323.0,101.325
CC[n+]1ccn(CCOC)c1.N#C[S-],0.0297,313.15,100.0
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0297,318.15,101.0
C=CC[n+]1ccn(C=C)c1.N#C[N-]C#N,0.0297,298.0,101.325
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.02968,348.15,101.325
COCCOCCOCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02968,323.15,101.325
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.02967,348.15,25200.0
CCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02965,328.15,101.325
CC[NH3+].O=[N+]([O-])[O-],0.02965,303.15,100.0
CC(=O)[O-].C[N+]1=CN(C=C1)CCOC,0.02964,308.15,100.0
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.02963,348.15,25300.0
CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02961,313.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02961,323.15,101.0
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0296,366.28,101.325
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0296,353.2,20000.0
CCCC[N+]1(C)CCCC1.N#C[N-]C#N,0.0296,303.15,101.325
CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0296,313.15,101.325
CCCCCCn1c[n+](C)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0296,328.0,101.325
CCCc1ccc[n+](C)c1.F[P-](F)(F)(F)(F)F,0.0296,353.15,100.0
CCCC[P+](CCCC)(CCCC)CCCC.NCCS(=O)(=O)[O-],0.0296,363.15,101.325
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(C)C)1c(N(C)C)[c+]1N(CCC)C,0.0296,313.0,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.0296,323.15,101.0
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0296,328.15,101.325
CC(C)[C@H](N)C(=O)[O-].CCCC[P+](CCCC)(CCCC)CCCC,0.0296,353.15,101.325
CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.0296,307.8,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.02959,323.1,100.0
CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02951,308.15,101.325
CCCC[n+]1ccccc1.F[B-](F)(F)F,0.0295,333.15,100.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0295,313.15,100.0
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0295,328.15,101.325
CCCC[N+]1(C)CCCC1.O=S1(=O)[N-]S(=O)(=O)C(F)(F)C(F)(F)C1(F)F,0.0295,353.0,101.325
CCCC[n+]1ccn(C)c1.[O-]Cl(=O)(=O)=O,0.0295,343.15,101.325
CCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0295,323.15,101.325
CCCCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0295,338.1,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0295,323.15,101.325
CCC(=O)[O-].OCC[NH2+]c1ccccc1,0.0295,293.15,100.0
CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,0.0295,333.15,100.0
[N-](C#N)C#N.C(CCC)[P+](CCCCCCCCCCCC)(CCCC)CCCC,0.0295,343.15,101.325
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0295,343.15,100.0
CCCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0295,323.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0295,323.15,100.0
CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.02949,343.15,101.325
CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,0.02947,306.38,101.325
CCCCn1cc[n+](CCC#N)c1.N#C[S-],0.02947,343.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02946,323.15,100.0
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.02944,323.1,100.0
COCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02943,328.15,101.325
CCCCCC[n+]1cn(CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,0.02941,333.15,100.0
CCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0294,363.15,100400.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0294,312.39,100.0
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0294,353.15,75000.0
CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.0294,328.15,101.325
CCCCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0294,348.0,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0294,323.15,100.0
CCCCCC[n+]1ccn(CCC#N)c1.O=S(=O)([O-])C(F)(F)F,0.0294,353.15,101.325
CCCC[N+]1(C)CCCC1.F[B-](F)(F)c1ccccc1,0.0294,343.0,101.325
CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,0.0294,298.15,100.0
CCC[N+]1(C)CCCC1.N#C[N-]C#N,0.0294,295.95,101.325
[N-](C#N)C#N.C(CCC)[P+](CCCCCC)(CCCC)CCCC,0.0294,333.15,101.325
O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.OCCC[n+]1ccccc1,0.0294,333.15,101.325
CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0294,313.15,101.325
CCC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02939,323.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02938,323.15,101.325
N#CCCn1cc[n+](Cc2ccccc2)c1.N#C[S-],0.02938,353.15,101.325
CC[n+]1ccn(C)c1.O=C([O-])[C@@H]1CCCN1,0.02936,348.15,101.325
CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02935,328.0,101.325
CCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02933,363.15,100400.0
CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02933,328.0,101.325
CCCCCC[P+](CCCC)(CCCC)CCCC.C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.02933,348.1,101.325
CC[n+]1ccn(CCOC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02933,303.15,100.0
CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.0293,298.15,101.325
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0293,348.15,101.325
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0293,353.15,15000.0
CCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0293,323.0,101.325
CCCC[N+]1(C)CCCC1.N#C[N-]C#N,0.0293,303.15,101.325
CCCC[N+]1(C)CCCC1.N#C[N-]C#N,0.0293,303.15,100.0
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0293,323.15,100.0
CCCCCCCCCC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.0293,323.15,100.0
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(CCCCC)CCCCC)1c(N(CCCCC)CCCCC)[c+]1N(CCCCC)CCCCC,0.0293,343.0,101.325
CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0293,333.0,101.325
CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.0293,293.0,101.325
CCCC[n+]1ccccc1.N#C[N-]C#N,0.02928,303.15,101.325
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02924,343.35,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.02924,323.15,101.325
CCCC[n+]1ccccc1.N#C[S-],0.02924,323.15,101.0
CC[n+]1ccn(C)c1.N#C[S-],0.02921,293.15,101.325
CCCCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02921,333.15,101.325
CCCC[n+]1ccn(C)c1.N#C[S-],0.02921,313.15,101.325
CCCCn1c[n+](CCCCS(=O)(=O)O)cn1.O=S(=O)([O-])C(F)(F)F,0.02921,328.15,100.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0292,323.15,35600.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0292,303.15,9700.0
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0292,333.15,50000.0
CCCC[n+]1ccccc1.O=S(=O)([O-])C(F)(F)F,0.0292,333.15,1180.0
CCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0292,328.13,101.325
CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0292,318.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0292,323.0,101.325
C(CCC(=O)C)(=O)[O-].C[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,0.0292,353.15,101.325
CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,0.0292,298.2,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0292,312.8,101.325
CCCC[n+]1ccc(C)cc1.N#C[C-](C#N)C#N,0.0292,303.15,100.0
CCOS(=O)(=O)[O-].CC[N+]1(C)CCCC1,0.0292,343.15,101.0
CC(=O)[O-].CN1CCCN2CCC[NH+]=C12,0.0292,294.96,101.325
CCCC[NH+]1CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0292,313.0,101.325
CCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02918,313.15,100.0
CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.02918,328.15,101.325
CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.02918,328.15,101.0
O=[N+]([O-])[O-].[NH3+]CCO,0.02917,313.0,101.325
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.02916,276.518,101.325
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02913,318.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0291,366.29,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0291,312.7,100.0
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0291,323.15,100.0
CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0291,343.15,47960.0
CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0291,333.15,40000.0
COCC[N+]1(C)CCCC1.F[B-](F)(F)F,0.0291,343.0,101.325
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0291,331.91,101.325
CCCCCCCCn1cc[n+](C)c1.C[C@H](N)C(=O)[O-],0.0291,353.15,101.325
CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0291,323.15,101.325
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0291,318.15,101.325
CC(=O)[O-].C[NH2+]CCO,0.02906,323.15,101.325
CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02905,323.15,101.325
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02901,318.15,101.325
CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02901,318.1,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.029,323.15,100.0
CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,0.029,358.15,40000.0
CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.029,298.2,100.0
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.029,343.15,59290.0
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.029,353.2,15000.0
CC[n+]1ccccc1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.029,323.15,101.325
CCCCCCOS(=O)(=O)[O-].CCn1cc[n+](C)c1,0.029,353.15,101.325
CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.029,335.1,101.325
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.029,333.15,101.325
CC(=O)[O-].CCCC[n+]1ccn(C)c1,0.029,343.15,101.325
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.029,348.15,101.325
CCCn1cc[n+](C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.029,335.0,101.325
CCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.029,358.2,101.325
CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.029,308.15,101.0
C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCCC1)C,0.029,353.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.029,323.15,101.325
CC(=O)C=C(C)[O-].CCCCCCCC[P+](CCCC)(CCCC)CCCC,0.029,338.206,101.325
CCCC[N+](C)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.029,333.0,100.0
CCCCCC[n+]1cc(C)cc(C)c1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.029,343.0,101.325
CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.029,323.0,101.325
[N-](C#N)C#N.c(N(CCCC)CCCC)1c(N(CCCC)CCCC)[c+]1N(CCCC)CCCC,0.029,343.0,101.325
C1CC[NH2+]C1.O=[N+]([O-])[O-],0.029,303.15,100.0
CCCC[n+]1ccc(N(C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.029,323.0,101.325
CC[n+]1ccn(C)c1.CS(=O)(=O)[O-],0.029,328.0,101.325
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(C)C)1c(N(C)C)[c+]1N(CCCCCC)CCCCCC,0.029,333.0,101.325
Cn1cc[n+](CCO)c1.N#C[N-]C#N,0.029,323.15,101.325
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.029,328.2,101.325
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.029,328.1,101.325
CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,0.029,298.1,101.325
CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.02899,328.15,101.0
CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.02898,318.15,101.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02898,313.15,101.0
CCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02896,328.15,101.325
CCCCCCO[PH](=O)[O-].CCCCCC[N+]1(C)CCCCC1,0.02894,320.63,101.325
CCCCCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.02891,348.15,50000.0
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,0.02891,328.15,101.325
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,0.02891,328.15,101.3
