compound_smiles,viscosity_value,temperature_K,pressure_kPa
COCCOCCOCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01588,343.15,101.325
CCCCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01588,343.15,100.0
CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01587,333.15,101.325
CCCCCCCCO[PH](=O)[O-].CCCCCCCC[N+]1(C)CCCCC1,0.01587,318.13,101.325
CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01585,348.1,101.325
CCCC[n+]1ccccc1.F[B-](F)(F)F,0.01584,353.15,101.3
FC(S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(CCC)N1C(=[N+](C=C1)C)C,0.01583,348.15,101.325
CCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01583,358.0,101.325
CCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.015824,348.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01582,348.15,11990.0
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.01581,344.79,100.0
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0158,390.04,101.325
C(#N)[BH2-]C#N.C(CCC)N1C=[N+](C=C1)C,0.0158,296.15,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0158,310.85,101.325
CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0158,353.15,40000.0
COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0158,363.15,15000.0
CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,0.0158,328.15,101.325
CCCC[n+]1ccccc1.O=S(=O)(F)[N-]S(=O)(=O)F,0.0158,328.15,101.325
CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.0158,350.81,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0158,343.15,100.0
CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.0158,313.2,101.325
COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0158,333.15,101.325
COC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0158,333.15,101.325
CCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0158,338.15,101.325
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(CC)CC)1c(N(CC)CC)[c+]1N(CCCCCC)CCCCCC,0.0158,353.0,101.325
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.0158,295.1,101.325
C(C)(=O)[O-].C(C)OCCN1C=[N+](C=C1)C,0.0158,313.15,100.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0158,323.15,101.325
O=[N+]([O-])[O-].[NH3+]CCO,0.01578,333.0,101.325
CCn1cc[n+](Cc2ccc(C)cc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01577,353.15,101.325
CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.01576,338.15,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.01575,344.88,100.0
CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,0.01574,329.43,101.325
CC[S+](C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01573,328.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01572,333.15,100.0
CC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.01571,363.2,101.325
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01571,338.15,101.325
CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,0.01571,318.15,100.0
CCCC[n+]1cccc(C)c1.N#C[N-]C#N,0.0157,318.15,140.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0157,323.15,970.0
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0157,343.15,15000.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0157,333.15,101.325
CCCCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0157,349.13,101.325
CCCCCCCCn1c[n+](C)cn1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0157,353.0,101.325
CCCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0157,328.15,101.0
CCCC[n+]1ccn(CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0157,328.15,101.0
[N-](C#N)C#N.C(CCC)[P+](CCCCCCCCCCCC)(CCCC)CCCC,0.0157,363.15,101.325
CCCC[n+]1ccc(N(C)C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0157,343.0,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0157,343.15,101.325
CC[n+]1ccn(C)c1.Cl[Al-](Cl)(Cl)Cl,0.01569,303.15,100.0
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01568,348.15,10850.0
CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.01568,338.15,101.325
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].Cn1cc[n+](C)c1Cl,0.01568,363.15,101.325
CCC(O)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01567,353.15,101.325
CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.01566,318.15,101.325
CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,0.01566,348.15,101.0
CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.01564,303.15,101.325
C(#N)[C-](C#N)C#N.C(CCCCC)[N+](=C(N(C)C)N(C)C)CCCCCC,0.01564,348.15,101.325
CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01563,353.0,101.325
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01563,353.15,101.0
CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.01562,303.15,101.325
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.01562,343.15,101.325
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01562,363.15,101.325
CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01562,361.15,100.0
CC[n+]1ccn(C)c1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01562,343.15,101.3
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01561,338.15,101.325
C=Cn1cc[n+](CC(CBr)N=[N+]=[N-])c1.N#C[N-]C#N,0.01561,313.9,101.325
CCC[n+]1ccn(C)c1.N#C[S-],0.01561,323.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0156,390.05,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0156,345.7,100.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0156,323.15,100.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0156,333.15,1030.0
CCCC[N+](C)(C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0156,353.15,10000.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0156,311.85,101.325
CC[NH3+].O=[N+]([O-])[O-],0.0156,328.15,101.0
CC[NH3+].O=[N+]([O-])[O-],0.0156,328.15,101.325
C[N+](C)(C)CCO.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0156,358.15,100.0
CC[N+](C)(C)CCOC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0156,338.15,100.0
CCCC[n+]1ccsc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0156,348.196,101.325
FC(C(=O)[N-]S(=O)(=O)C(F)(F)F)(F)F.C(C)N1C=[N+](C=C1)C,0.0156,313.15,101.325
CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0156,338.1,101.325
CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],0.0156,363.15,102.0
CCCC[n+]1ccccc1.F[B-](F)(F)F,0.0156,343.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)OC(F)(F)F,0.0156,363.15,101.325
COCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0156,343.15,101.325
CCOCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0156,333.15,101.325
CC[N+]1(C)CCOCC1.N#C[N-]C#N,0.0156,368.15,101.325
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0156,343.15,101.0
COCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0156,343.15,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0156,323.15,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01559,343.15,101.325
CCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01559,328.15,101.325
CCCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.01558,323.15,101.3
CCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.01558,338.15,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01557,323.13,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01557,318.0,100.0
CCCCC[N+](C)(C)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01556,353.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01556,333.15,100.0
CCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01555,363.0,101.325
CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.01555,303.15,101.325
Cn1cc[n+](Cc2ccccc2)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01554,353.15,101.325
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.01553,358.2,2120.0
COCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.01553,353.15,101.325
CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.01553,318.15,101.325
C=CC(=O)NC(C)(C)CS(=O)(=O)[O-].C[N+](C)=CCl,0.01553,363.15,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01552,323.15,101.325
CCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.01551,313.15,100.0
CC[n+]1ccn(C)c1.C[C@H](N)C(=O)[O-],0.01551,353.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01551,333.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0155,390.79,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0155,333.15,100.0
CC[n+]1ccn(C)c1.Cc1ccc(S(=O)(=O)[O-])cc1,0.0155,378.15,30000.0
COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0155,343.15,15000.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0155,323.0,101.325
COCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0155,333.0,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,0.0155,363.15,101.325
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0155,338.15,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0155,343.15,101.325
CCCCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0155,348.0,101.325
CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0155,353.15,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0155,323.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0155,333.15,101.0
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(C)C)1c(N(C)C)[c+]1NCC,0.0155,343.0,101.325
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(CC)CC)1c(N(CC)CC)[c+]1N(CCCC)C,0.0155,343.0,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0155,333.15,101.3
CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.0155,333.15,101.325
Cc1n(CCCC#N)cc[n+]1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0155,373.0,101.325
CCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0155,338.15,100.0
Cn1cc[n+](C)c1.N#C[N-]C#N,0.0155,293.0,101.325
CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,0.01549,329.99,101.325
CC[n+]1ccn(C)c1.N#C[S-],0.01549,313.15,101.325
CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.01547,303.15,101.325
CCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01547,338.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01547,333.15,101.325
C1CC[NH2+]C1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01547,343.0,101.325
CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01546,348.15,10500.0
CC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01546,328.15,101.325
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.01544,358.2,1080.0
CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,0.01544,318.15,101.0
CCCCCCCCc1cccc[n+]1CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.015436,358.15,101.325
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.01542,296.6,101.325
CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01542,338.15,101.325
CCCC[n+]1cccc(C)c1.N#C[N-]C#N,0.01541,323.15,101.325
CCCCO[PH](=O)[O-].CCCC[N+]1(C)CCCCC1,0.01541,320.63,101.325
CCCCn1cc[n+](C)c1.Fc1cccc([B-](F)(F)F)c1,0.01541,343.0,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0154,391.53,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0154,333.15,100.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0154,343.15,27440.0
CCCC[N+]1(C)CCCC1.N#C[N-]C#N,0.0154,323.0,101.325
CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,0.0154,413.15,100.0
CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.0154,333.0,101.325
CC(=O)[O-].CCCC[N+]1(C)CCCC1,0.0154,343.15,101.325
C[NH+]1CCCC1.F[B-](F)(F)F,0.0154,328.0,101.325
CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.0154,323.15,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0154,323.15,96.7
[N-](S(=O)(=O)C(F)(F)F)S(=O)(=O)C(F)(F)F.c(N(C)C)1c(N(C)C)[c+]1N(CCCC)C,0.0154,333.0,101.325
CC[n+]1ccn(C)c1.N#C[S-],0.0154,313.15,100.0
CC(=O)[O-].CC[n+]1ccn(C)c1,0.0154,353.0,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.01539,345.58,100.0
CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01538,338.15,101.325
CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.01538,318.15,100.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01538,333.0,101.325
CCCCC[n+]1ccn(C)c1.N#C[S-],0.01538,343.15,101.325
CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.01538,303.15,100.0
CCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01537,368.0,101.325
CCCC[n+]1ccc(C)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01537,333.15,101.325
CC[N+](C)(C)CCOC(C)=O.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01537,363.15,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01536,348.15,76000.0
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.01535,294.999,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01535,323.15,100.0
CCCCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01535,348.15,101.325
CCCCn1cc[n+](C)c1.O=S(=O)(F)[N-]S(=O)(=O)F,0.01535,323.15,101.0
CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.01535,323.15,101.0
CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,0.01534,331.12,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01534,323.15,100.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01534,323.15,101.3
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01534,333.15,101.0
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01533,333.15,101.325
CCCCCCC[n+]1ccn(C)c1.N#C[C-](C#N)C#N,0.01533,328.15,100.0
CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01532,338.15,101.325
CC[n+]1ccn(C)c1.N#C[S-],0.01532,313.15,101.3
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01531,333.15,101.325
CCCC[N+]1(C)CCCCC1.N#C[N-]C#N,0.01531,353.15,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0153,390.79,101.325
C(#N)[BH2-]C#N.C(CCC)N1C=[N+](C=C1)C,0.0153,297.15,101.325
CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0153,373.2,5000.0
CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0153,353.15,30000.0
CC(=O)[O-].CC[n+]1ccn(C)c1,0.0153,348.4,101.325
CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],0.0153,348.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0153,348.0,100.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.0153,343.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0153,333.0,101.325
CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,0.0153,343.15,100.0
COC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0153,333.15,101.325
COCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0153,333.15,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0153,323.15,100.0
CC(=O)[O-].CCn1cn[n+](C)c1,0.0153,343.0,101.325
[N-](C#N)C#N.c(N(CC)CC)1c(N(CC)CC)[c+]1N(CCCC)C,0.0153,333.0,101.325
O=C1[N-]C=CC=C1.C(CCC)[P+](CC)(CCCC)CCCC,0.0153,353.0,101.325
CCC[NH+](CC)CC.O=S(=O)([O-])C(F)(F)F,0.0153,343.0,101.325
CC(=O)[O-].CC[NH+](CC)CC,0.0153,298.0,101.325
CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)C(F)F,0.0153,373.15,101.325
CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.0153,333.15,101.325
CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,0.01529,346.39,100.0
CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01529,348.15,19800.0
CCCCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.01529,358.2,260.0
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01529,323.15,100.0
C=CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01529,323.15,100.0
CCCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01528,338.15,101.325
COCCOCC[n+]1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01528,338.15,101.325
CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.01528,318.15,101.325
CC[n+]1ccn(C)c1.N#C[N-]C#N,0.01527,295.799,101.325
CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01527,323.15,100.0
COCC[n+]1ccccc1.N#C[N-]C#N,0.01527,323.143,101.325
CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.01527,323.0,101.325
CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,0.01526,353.15,101.325
CCCCCCCCCn1cc[n+](CCCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01523,363.15,101.325
Cn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01523,328.15,101.325
CCCC[n+]1ccn(C)c1.[I-],0.01522,383.15,101.325
CCCCn1cc[n+](C)c1.Cl[Fe-](Cl)(Cl)Cl,0.01521,330.56,101.325
CCCCC[P+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01521,363.15,49400.0
CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,0.01521,333.15,101.325
CC[n+]1ccn(C)c1.F[B-](F)(F)F,0.01521,328.15,101.325
CCCCCCCCCC[N+](CC)(CC)CC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01521,368.15,101.325
CC[n+]1ccn(C)c1.N#C[B-](C#N)(C#N)C#N,0.01521,303.15,101.325
CCCCn1cc[nH+]c1-c1ccccc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0.01521,373.15,101.325
CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.01521,318.05,101.325
CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,0.0152,392.28,101.325
CCCC[n+]1ccn(C)c1.N#C[N-]C#N,0.0152,318.15,101.325
