mpK,Molecule1,Molecule2,YoN
283.45,COC(=O)CCCCC(=O)OC,COC(=O)CCCCC(=O)OC,0
180.15,CNC,CNC,0
378.65,CC(=O)c1ccc(N(C)C)cc1,CC(=O)c1ccc(N(C)C)cc1,0
417.65,CN(C)CC(=O)N1c2ccccc2Sc2ccccc21,CN(C)CC(=O)N1c2ccccc2Sc2ccccc21,0
389.15,CN(C)c1ccc(N=Nc2ccccc2)cc1,CN(C)c1ccc(N=Nc2ccccc2)cc1,0
375.15,Cc1cc(N=Nc2ccccc2C)ccc1N,Cc1cc(N=Nc2ccccc2C)ccc1N,0
346.25,CN(C)c1ccc(C=O)cc1,CN(C)c1ccc(C=O)cc1,0
543.15,CN(C)c1ccc(/C=C2/SC(=S)NC2=O)cc1,CN(C)c1ccc(/C=C2/SC(=S)NC2=O)cc1,0
345.15,CN(C)c1ccccc1C(=O)O,CN(C)c1ccccc1C(=O)O,0
425.65,CN(C)c1cccc(C(=O)O)c1,CN(C)c1cccc(C(=O)O)c1,0
515.65,CN(C)c1ccc(C(=O)O)cc1,CN(C)c1ccc(C(=O)O)cc1,0
409.15,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,0
181.15,CB(C)N(C)C,CB(C)N(C)C,0
372.65,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,0
213.15,C=CC(=O)OCCN(C)C,C=CC(=O)OCCN(C)C,0
419.65,CN(C)CCc1c[nH]c2ccc(O)cc12,CN(C)CCc1c[nH]c2ccc(O)cc12,0
390.65,CN(C)CCc1ccc(O)cc1,CN(C)CCc1ccc(O)cc1,0
343.15,CN(C)c1cccc2c(S(=O)(=O)Cl)cccc12,CN(C)c1cccc2c(S(=O)(=O)Cl)cccc12,0
359.15,CN(C)c1cccc(O)c1,CN(C)c1cccc(O)c1,0
350.15,CN(C)c1ccc(O)cc1,CN(C)c1ccc(O)cc1,0
365.65,CN(C)c1ccc(C(=O)c2ccccc2)cc1,CN(C)c1ccc(C(=O)c2ccccc2)cc1,0
412.65,CN(C)c1ccc(/C=C/C=O)cc1,CN(C)c1ccc(/C=C/C=O)cc1,0
536.15,CN(C)c1ncnc2nc[nH]c12,CN(C)c1ncnc2nc[nH]c12,0
480.15,CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,0
276.15,Cc1cccc(N)c1C,Cc1cccc(N)c1C,0
260.15,Cc1ccc(N)c(C)c1,Cc1ccc(N)c(C)c1,0
279.15,Cc1ccc(C)c(N)c1,Cc1ccc(C)c(N)c1,0
284.15,Cc1cccc(C)c1N,Cc1cccc(C)c1N,0
322.15,Cc1ccc(N)cc1C,Cc1ccc(N)cc1C,0
283.15,Cc1cc(C)cc(N)c1,Cc1cc(C)cc(N)c1,0
275.25,CN(C)c1ccccc1,CN(C)c1ccccc1,0
459.55,Cc1c2ccccc2c(C)c2ccccc12,Cc1c2ccccc2c(C)c2ccccc12,0
413.65,Cc1ccc(C)c2c1C(=O)c1ccccc1C2=O,Cc1ccc(C)c2c1C(=O)c1ccccc1C2=O,0
137.04999999999998,C[AsH]C,C[AsH]C,0
472.65,C[As](C)(=O)O,C[As](C)(=O)O,0
264.15,Cc1ccc(C=O)c(C)c1,Cc1ccc(C=O)c(C)c1,0
282.15,Cc1cc(C)cc(C=O)c1,Cc1cc(C)cc(C=O)c1,0
316.95,CN(C)C(=O)c1ccccc1,CN(C)C(=O)c1ccccc1,0
396.15,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,0
401.15,Cc1cc(N)c(N)cc1C,Cc1cc(N)c(N)cc1C,0
253.15,CN(C)c1cccc(N)c1,CN(C)c1cccc(N)c1,0
326.15,CN(C)c1ccc(N)cc1,CN(C)c1ccc(N)cc1,0
436.15,Cc1cc(O)c(C)c(O)c1,Cc1cc(O)c(C)c(O)c1,0
425.45,Cc1cc(O)cc(C)c1O,Cc1cc(O)cc(C)c1O,0
310.15,CC(C)(O)c1ccccc1,CC(C)(O)c1ccccc1,0
297.65,CC(C)(O)CCc1ccccc1,CC(C)(O)CCc1ccccc1,0
351.65,CNS(=O)(=O)c1ccc(C)cc1,CNS(=O)(=O)c1ccc(C)cc1,0
478.65,Cc1cc2nc[nH]c2cc1C,Cc1cc2nc[nH]c2cc1C,0
363.15,Cc1ccc(C(=O)O)c(C)c1,Cc1ccc(C(=O)O)c(C)c1,0
405.15,Cc1ccc(C)c(C(=O)O)c1,Cc1ccc(C)c(C(=O)O)c1,0
389.15,Cc1cccc(C)c1C(=O)O,Cc1cccc(C)c1C(=O)O,0
436.15,Cc1ccc(C(=O)O)cc1C,Cc1ccc(C(=O)O)cc1C,0
444.25,Cc1cc(C)cc(C(=O)O)c1,Cc1cc(C)cc(C(=O)O)c1,0
369.65,Cc1ccc(C(=O)c2ccc(C)cc2)cc1,Cc1ccc(C(=O)c2ccc(C)cc2)cc1,0
573.15,Cc1cc2nc3[nH]c(=O)[nH]c(=O)c3nc2cc1C,Cc1cc2nc3[nH]c(=O)[nH]c(=O)c3nc2cc1C,0
272.15,CC1(C)[C@H]2CCC(=O)[C@@H]1C2,CC1(C)[C@H]2CCC(=O)[C@@H]1C2,0
293.09,Cc1ccccc1-c1ccccc1C,Cc1ccccc1-c1ccccc1C,0
281.15,Cc1cccc(-c2cccc(C)c2)c1,Cc1cccc(-c2cccc(C)c2)c1,0
394.05,Cc1ccc(-c2ccc(C)cc2)cc1,Cc1ccc(-c2ccc(C)cc2)cc1,0
444.65,Cc1ccnc(-c2cc(C)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,0
197.15,C=C(C)C(=C)C,C=C(C)C(=C)C,0
233.15,CCCC(=O)N(C)C,CCCC(=O)N(C)C,0
253.15,CC(N)C(C)(C)C,CC(N)C(C)(C)C,0
174.14999999999998,CCC(C)(C)C,CCC(C)(C)C,0
145.04999999999998,CC(C)C(C)C,CC(C)C(C)C,0
316.45,CC(C)(O)C(C)(C)O,CC(C)(O)C(C)(C)O,0
258.15,CCC(C)(C)C(=O)O,CCC(C)(C)C(=O)O,0
258.15,CCC(C)(C)CO,CCC(C)(C)CO,0
213.15,CC(C)(C)CCO,CC(C)(C)CCO,0
262.65,CC(C)C(C)(C)O,CC(C)C(C)(C)O,0
278.75,CC(O)C(C)(C)C,CC(O)C(C)(C)C,0
221.75,CC(=O)C(C)(C)C,CC(=O)C(C)(C)C,0
115.87999999999997,C=C(C)C(C)C,C=C(C)C(C)C,0
157.95,C=CC(C)(C)C,C=CC(C)(C)C,0
198.85,CC(C)=C(C)C,CC(C)=C(C)C,0
319.15,CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,0
194.95,C#CC(C)(C)C,C#CC(C)(C)C,0
240.15,CN(C)C(=O)Cl,CN(C)C(=O)Cl,0
315.15,CN(C)C(=S)Cl,CN(C)C(=S)Cl,0
311.15,COC(=O)[C@@H]1[C@H](C(=O)OC)[C@@H]2C=C[C@H]1C2,COC(=O)[C@@H]1[C@H](C(=O)OC)[C@@H]2C=C[C@H]1C2,0
272.15,COC(=O)OC,COC(=O)OC,0
328.15,CC1=C(C)C(=O)C=CC1=O,CC1=C(C)C(=O)C=CC1=O,0
399.15,CC1=CC(=O)C(C)=CC1=O,CC1=CC(=O)C(C)=CC1=O,0
345.65,CC1=CC(=O)C=C(C)C1=O,CC1=CC(=O)C=C(C)C1=O,0
239.84,CC1(C)CCCCC1,CC1(C)CCCCC1,0
223.32,C[C@@H]1CCCC[C@@H]1C,C[C@@H]1CCCC[C@@H]1C,0
185.03,C[C@@H]1CCCC[C@H]1C,C[C@@H]1CCCC[C@H]1C,0
197.64,C[C@@H]1CCC[C@H](C)C1,C[C@@H]1CCC[C@H](C)C1,0
183.1,C[C@@H]1CCC[C@@H](C)C1,C[C@@H]1CCC[C@@H](C)C1,0
185.75,CC1CCC(C)CC1,CC1CCC(C)CC1,0
344.15,COC(=O)C1CCC(C(=O)OC)CC1,COC(=O)C1CCC(C(=O)OC)CC1,0
325.65,CC1(C)CC(=O)CC(=O)C1,CC1(C)CC(=O)CC(=O)C1,0
284.15,CC1(C)CCCC(O)C1,CC1(C)CCCC(O)C1,0
252.65,CC1(C)CCCCC1=O,CC1(C)CCCCC1=O,0
312.15,CC1(C)CCC(=O)CC1,CC1(C)CCC(=O)CC1,0
189.05,CC1=C(C)CCCC1,CC1=C(C)CCCC1,0
203.72,CC1(C)CCCC1,CC1(C)CCCC1,0
219.48,C[C@@H]1CCC[C@@H]1C,C[C@@H]1CCC[C@@H]1C,0
155.14999999999998,C[C@@H]1CCC[C@H]1C,C[C@@H]1CCC[C@H]1C,0
139.48,C[C@@H]1CC[C@H](C)C1,C[C@@H]1CC[C@H](C)C1,0
139.24999999999997,C[C@@H]1CC[C@@H](C)C1,C[C@@H]1CC[C@@H](C)C1,0
182.75,CC1=C(C)CCC1,CC1=C(C)CCC1,0
154.64999999999998,CC1=CCCC1C,CC1=CCCC1C,0
164.14999999999998,CC1(C)CC1,CC1(C)CC1,0
132.23,C[C@@H]1C[C@@H]1C,C[C@@H]1C[C@@H]1C,0
123.45,C[C@@H]1C[C@H]1C,C[C@@H]1C[C@H]1C,0
260.65,CC(=O)O[Si](C)(C)OC(C)=O,CC(=O)O[Si](C)(C)OC(C)=O,0
195.15,CN=NC,CN=NC,0
367.15,CC1(C)OC(=O)CC(=O)O1,CC1(C)OC(=O)CC(=O)O1,0
369.95,C[C@@H]1OC(=O)[C@H](C)OC1=O,C[C@@H]1OC(=O)[C@H](C)OC1=O,0
250.15,C[Si](C)(Oc1ccccc1)Oc1ccccc1,C[Si](C)(Oc1ccccc1)Oc1ccccc1,0
392.15,CC(C)(c1ccccc1)C(C)(C)c1ccccc1,CC(C)(c1ccccc1)C(C)(C)c1ccccc1,0
553.15,Cc1cc(-c2ccccc2)c2ccc3c(-c4ccccc4)cc(C)nc3c2n1,Cc1cc(-c2ccccc2)c2ccc3c(-c4ccccc4)cc(C)nc3c2n1,0
394.75,CN(C(=O)N(C)c1ccccc1)c1ccccc1,CN(C(=O)N(C)c1ccccc1)c1ccccc1,0
188.48,CSSC,CSSC,0
403.65,CCCCCCCCCCCC[N+](C)(C)[O-],CCCCCCCCCCCC[N+](C)(C)[O-],0
208.15,CN(C)CCO,CN(C)CCO,0
131.65999999999997,COC,COC,0
254.85,CC(C)(C)Oc1ccccc1,CC(C)(C)Oc1ccccc1,0
203.15,CC(C)(C)OCC1CO1,CC(C)(C)OCC1CO1,0
212.85,CN(C)C=O,CN(C)C=O,0
374.85,COC(=O)/C=C/C(=O)OC,COC(=O)/C=C/C(=O)OC,0
210.35,Cc1ccc(C)o1,Cc1ccc(C)o1,0
369.15,CC1=C(C)C(=O)OC1=O,CC1=C(C)C(=O)OC1=O,0
327.65,C[Ge](C)=S,C[Ge](C)=S,0
230.65,COC(=O)CCCC(=O)OC,COC(=O)CCCC(=O)OC,0
458.65,CN(C)CC(=O)O,CN(C)CC(=O)O,0
518.65,CC(=NO)C(C)=NO,CC(=NO)C(C)=NO,0
203.15,C=C(C)CCC=C(C)C,C=C(C)CCC=C(C)C,0
160.09999999999997,CCCCCC(C)(C)C,CCCCCC(C)(C)C,0
157.14999999999998,CCCCC(C)C(C)C,CCCCC(C)C(C)C,0
170.04999999999998,CC(C)CCCC(C)C,CC(C)CCCC(C)C,0
252.15,COC(=O)CCCCCC(=O)OC,COC(=O)CCCCCC(=O)OC,0
227.15,CC(C)CC(=O)CC(C)C,CC(C)CC(=O)CC(C)C,0
197.55,C=C(C)CCC(=C)C,C=C(C)CCC(=C)C,0
286.95,CC(C)=CC=C(C)C,CC(C)=CC=C(C)C,0
151.95999999999998,CCCCC(C)(C)C,CCCCC(C)(C)C,0
182.01,CC(C)CCC(C)C,CC(C)CCC(C)C,0
146.95,CCCC(C)(C)CC,CCCC(C)(C)CC,0
364.15,CC(C)(O)CCC(C)(C)O,CC(C)(O)CCC(C)(C)O,0
158.14999999999998,CCCC(C)=C(C)C,CCCC(C)=C(C)C,0
135.78999999999996,CC/C=C\C(C)(C)C,CC/C=C\C(C)(C)C,0
368.15,CC(C)(O)C#CC(C)(C)O,CC(C)(O)C#CC(C)(C)O,0
216.0,CN(C)N,CN(C)N,0
264.29,CNNC,CNNC,0
365.15,Cc1cnc(C)[nH]1,Cc1cnc(C)[nH]1,0
449.25,CC1(C)NC(=O)NC1=O,CC1(C)NC(=O)NC1=O,0
415.15,Cc1cn(C)c2ccccc12,Cc1cn(C)c2ccccc12,0
380.65,Cc1[nH]c2ccccc2c1C,Cc1[nH]c2ccccc2c1C,0
319.15,CN(C)CCc1c[nH]c2ccccc12,CN(C)CCc1c[nH]c2ccccc12,0
411.65,CN(C)Cc1c[nH]c2ccccc12,CN(C)Cc1c[nH]c2ccccc12,0
341.15,COC(=O)c1cccc(C(=O)OC)c1,COC(=O)c1cccc(C(=O)OC)c1,0
304.65,Cc1ccc(C(C)C)cc2c(C)ccc1-2,Cc1ccc(C(C)C)cc2c(C)ccc1-2,0
191.45,CC(C)C(C(C)C)C(C)C,CC(C)C(C(C)C)C(C)C,0
254.15,COC(=O)/C=C\C(=O)OC,COC(=O)/C=C\C(=O)OC,0
211.15,COC(=O)CC(=O)OC,COC(=O)CC(=O)OC,0
464.15,CC(C)(C(=O)O)C(=O)O,CC(C)(C(=O)O)C(=O)O,0
311.15,C=C(CC(=O)OC)C(=O)OC,C=C(CC(=O)OC)C(=O)OC,0
293.15,CC(C)=C[C@@H]1[C@@H](C(=O)O)C1(C)C,CC(C)=C[C@@H]1[C@@H](C(=O)O)C1(C)C,0
185.15,CC1CNCC(C)O1,CC1CNCC(C)O1,0
270.15,Cc1ccc2ccccc2c1C,Cc1ccc2ccccc2c1C,0
267.15,Cc1cc(C)c2ccccc2c1,Cc1cc(C)c2ccccc2c1,0
280.75,Cc1ccc(C)c2ccccc12,Cc1ccc(C)c2ccccc12,0
354.65,Cc1cccc2c(C)cccc12,Cc1cccc2c(C)cccc12,0
256.95,Cc1ccc2c(C)cccc2c1,Cc1ccc2c(C)cccc2c1,0
259.25,Cc1ccc2cccc(C)c2c1,Cc1ccc2cccc(C)c2c1,0
336.30999999999995,Cc1cccc2cccc(C)c12,Cc1cccc2cccc(C)c12,0
377.45,Cc1cc2ccccc2cc1C,Cc1cc2ccccc2cc1C,0
383.25,Cc1ccc2cc(C)ccc2c1,Cc1ccc2cc(C)ccc2c1,0
369.15,Cc1ccc2ccc(C)cc2c1,Cc1ccc2ccc(C)cc2c1,0
314.65,CN(C)c1ccc2ccccc2c1,CN(C)c1ccc2ccccc2c1,0
253.15,CN(C)c1ccccc1[N+](=O)[O-],CN(C)c1ccccc1[N+](=O)[O-],0
333.15,CN(C)c1cccc([N+](=O)[O-])c1,CN(C)c1cccc([N+](=O)[O-])c1,0
437.15,CN(C)c1ccc([N+](=O)[O-])cc1,CN(C)c1ccc([N+](=O)[O-])cc1,0
287.15,Cc1cccc([N+](=O)[O-])c1C,Cc1cccc([N+](=O)[O-])c1C,0
301.15,Cc1ccc([N+](=O)[O-])cc1C,Cc1ccc([N+](=O)[O-])cc1C,0
288.35,Cc1cccc(C)c1[N+](=O)[O-],Cc1cccc(C)c1[N+](=O)[O-],0
348.15,Cc1cc(C)cc([N+](=O)[O-])c1,Cc1cc(C)cc([N+](=O)[O-])c1,0
248.15,Cc1ccc(C)c([N+](=O)[O-])c1,Cc1ccc(C)c([N+](=O)[O-])c1,0
282.75,Cc1ccc([N+](=O)[O-])c(C)c1,Cc1ccc([N+](=O)[O-])c(C)c1,0
411.65,Cc1ncc([N+](=O)[O-])n1C,Cc1ncc([N+](=O)[O-])n1C,0
531.45,CN(C)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,CN(C)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,0
333.15,Cc1ccc(S(=O)(=O)N(C)N=O)cc1,Cc1ccc(S(=O)(=O)N(C)N=O)cc1,0
272.35,COC(=O)CCCCCCCC(=O)OC,COC(=O)CCCCCCCC(=O)OC,0
258.15,CC(C)=CCC/C(C)=C\CO,CC(C)=CCC/C(C)=C\CO,0
219.15,CC(C)CCCCC(C)C,CC(C)CCCCC(C)C,0
279.15,COC(=O)CCCCCCC(=O)OC,COC(=O)CCCCCCC(=O)OC,0
205.65,CCC(C)CCC(C)(O)CC,CCC(C)CCC(C)(O)CC,0
237.75,C/C=C(C)/C=C/C=C(C)C,C/C=C(C)/C=C/C=C(C)C,0
324.15,COC(=O)C(=O)OC,COC(=O)C(=O)OC,0
349.65,CC1(C)OC(=O)NC1=O,CC1(C)OC(=O)NC1=O,0
189.75,C[C@@H]1O[C@@H]1C,C[C@@H]1O[C@@H]1C,0
188.15,C[C@@H]1O[C@H]1C,C[C@@H]1O[C@H]1C,0
363.65,CC(C)(C)C(=O)C(=O)O,CC(C)(C)C(=O)C(=O)O,0
157.14999999999998,C=C(C)C=C(C)C,C=C(C)C=C(C)C,0
222.15,CCCCC(=O)N(C)C,CCCCC(=O)N(C)C,0
149.44,CCCC(C)(C)C,CCCC(C)(C)C,0
153.98999999999998,CC(C)CC(C)C,CC(C)CC(C)C,0
138.74999999999997,CCC(C)(C)CC,CCC(C)(C)CC,0
398.95,CC1(C)CC(=O)OC(=O)C1,CC1(C)CC(=O)OC(=O)C1,0
376.65,CC(C)(CC(=O)O)CC(=O)O,CC(C)(CC(=O)O)CC(=O)O,0
253.15,CC(C)CC(C)(C)O,CC(C)CC(C)(C)O,0
282.45,CCC(O)C(C)(C)C,CCC(O)C(C)(C)C,0
243.15,CCC(C)(O)C(C)C,CCC(C)(O)C(C)C,0
203.15,CC(C)C(O)C(C)C,CC(C)C(O)C(C)C,0
209.15,CC(=O)CC(C)(C)C,CC(=O)CC(C)(C)C,0
228.15,CCC(=O)C(C)(C)C,CCC(=O)C(C)(C)C,0
204.75,CC(C)C(=O)C(C)C,CC(C)C(=O)C(C)C,0
136.14999999999998,C=C(C)C(C)CC,C=C(C)C(C)CC,0
149.04999999999998,C=C(C)CC(C)C,C=C(C)CC(C)C,0
138.74999999999997,C=CC(C)(C)CC,C=CC(C)(C)CC,0
136.54999999999998,C=CCC(C)(C)C,C=CCC(C)(C)C,0
154.84999999999997,CCC(C)=C(C)C,CCC(C)=C(C)C,0
145.54999999999998,CC(C)=CC(C)C,CC(C)=CC(C)C,0
148.95,C/C=C(/C)C(C)C,C/C=C(/C)C(C)C,0
159.74999999999997,C/C=C(\C)C(C)C,C/C=C(\C)C(C)C,0
137.64999999999998,C/C=C\C(C)(C)C,C/C=C\C(C)(C)C,0
157.95,C/C=C/C(C)(C)C,C/C=C/C(C)(C)C,0
197.45,C#CCC(C)(C)C,C#CCC(C)(C)C,0
191.15,CC#CC(C)(C)C,CC#CC(C)(C)C,0
173.14999999999998,COOC,COOC,0
436.15,Cc1ccc2ccc3ccc(C)nc3c2n1,Cc1ccc2ccc3ccc(C)nc3c2n1,0
345.15,Cc1ccc(OP(=O)(Oc2ccc(C)c(C)c2)Oc2ccc(C)c(C)c2)cc1C,Cc1ccc(OP(=O)(Oc2ccc(C)c(C)c2)Oc2ccc(C)c(C)c2)cc1C,0
335.15,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,0
402.45,CC(=O)Nc1ccc(C)cc1C,CC(=O)Nc1ccc(C)cc1C,0
439.15,Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,Cc1ccc(N=Nc2c(O)ccc3ccccc23)c(C)c1,0
426.15,Cc1ccc(C)c(N=Nc2c(O)ccc3ccccc23)c1,Cc1ccc(C)c(N=Nc2c(O)ccc3ccccc23)c1,0
255.05,CC(=O)c1cc(C)ccc1C,CC(=O)c1cc(C)ccc1C,0
268.15,CC(=O)c1ccc(C)c(C)c1,CC(=O)c1ccc(C)c(C)c1,0
316.15,CC(C)(C)C(=O)/C=C\c1ccccc1,CC(C)(C)C(=O)/C=C\c1ccccc1,0
449.15,CC1(C)CN(c2ccccc2)NC1=O,CC1(C)CN(c2ccccc2)NC1=O,0
325.65,CN1C(=O)CC(C)(c2ccccc2)C1=O,CN1C(=O)CC(C)(c2ccccc2)C1=O,0
406.05,CN(C)C(=O)Nc1ccccc1,CN(C)C(=O)Nc1ccccc1,0
365.15,CP(C)(=O)O,CP(C)(=O)O,0
274.17999999999995,COC(=O)c1ccccc1C(=O)OC,COC(=O)c1ccccc1C(=O)OC,0
272.15,CN1CCN(C)CC1,CN1CCN(C)CC1,0
387.15,C[C@@H]1CN[C@H](C)CN1,C[C@@H]1CN[C@H](C)CN1,0
274.15,CC(C)(C)C=O,CC(C)(C)C=O,0
228.15,CCC(=O)N(C)C,CCC(=O)N(C)C,0
402.45,CC(C)(CO)CO,CC(C)(CO)CO,0
292.12,CC(C)(C)C#N,CC(C)(C)C#N,0
309.15,CC(C)(C)C(=O)O,CC(C)(C)C(=O)O,0
328.15,CC(C)(C)CO,CC(C)(C)CO,0
369.15,CCC(C)(C)C1CCC(=O)CC1,CCC(C)(C)C1CCC(=O)CC1,0
365.85,CCC(C)(C)c1ccc(O)cc1,CCC(C)(C)c1ccc(O)cc1,0
324.65,Cc1cc(C)oc(=O)c1,Cc1cc(C)oc(=O)c1,0
405.25,Cc1cc(=O)cc(C)o1,Cc1cc(=O)cc(C)o1,0
288.15,Cc1cnc(C)cn1,Cc1cnc(C)cn1,0
320.65,Cc1cncc(C)n1,Cc1cncc(C)n1,0
380.65,Cc1cc(C)[nH]n1,Cc1cc(C)[nH]n1,0
503.15,Cc1cc2ccc3cc(C)cc4ccc(c1)c2c34,Cc1cc2ccc3cc(C)cc4ccc(c1)c2c34,0
334.15,Cc1cc(C)nc(N)c1,Cc1cc(C)nc(N)c1,0
455.15,CN(C)c1ccccn1,CN(C)c1ccccn1,0
387.05,CN(C)c1ccncc1,CN(C)c1ccncc1,0
209.35,Cc1ccnc(C)c1,Cc1ccnc(C)c1,0
259.07,Cc1ccc(C)nc1,Cc1ccc(C)nc1,0
267.03,Cc1cccc(C)n1,Cc1cccc(C)n1,0
262.7,Cc1ccncc1C,Cc1ccncc1C,0
266.81,Cc1cncc(C)c1,Cc1cncc(C)c1,0
296.45,Cc1cccc(C)[n+]1[O-],Cc1cccc(C)[n+]1[O-],0
426.65,Cc1cc(C)nc(N)n1,Cc1cc(C)nc(N)n1,0
456.15,Cc1cc(N)nc(C)n1,Cc1cc(N)nc(C)n1,0
298.15,Cc1cc(C)ncn1,Cc1cc(C)ncn1,0
392.45,Cn1ccc(=O)n(C)c1=O,Cn1ccc(=O)n(C)c1=O,0
280.83,Cc1ccc(C)[nH]1,Cc1ccc(C)[nH]1,0
330.84,Cc1ccc2nc(C)ccc2c1,Cc1ccc2nc(C)ccc2c1,0
334.15,Cc1ccc2ccc(C)nc2c1,Cc1ccc2ccc(C)nc2c1,0
379.45,Cc1nc2ccccc2nc1C,Cc1nc2ccccc2nc1C,0
299.75,COC(=O)CCCCCCCCC(=O)OC,COC(=O)CCCCCCCCC(=O)OC,0
123.14999999999998,C[Si]C,C[Si]C,0
296.04999999999995,CCCCCCCCCCCCCCCCCCN(C)C,CCCCCCCCCCCCCCCCCCN(C)C,0
291.75,COC(=O)CCC(=O)OC,COC(=O)CCC(=O)OC,0
241.35,COS(=O)(=O)OC,COS(=O)(=O)OC,0
174.89,CSC,CSC,0
271.65,CC1CC(C)S(=O)(=O)C1,CC1CC(C)S(=O)(=O)C1,0
381.98,CS(C)(=O)=O,CS(C)(=O)=O,0
291.67,CS(C)=O,CS(C)=O,0
334.15,COC(=O)[C@H](O)[C@@H](O)C(=O)OC,COC(=O)[C@H](O)[C@@H](O)C(=O)OC,0
431.35,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,0
501.95,CC1=C(CCO)SC2=Nc3nc(C)ncc3CN21,CC1=C(CCO)SC2=Nc3nc(C)ncc3CN21,0
338.15,Cc1nnc(C)s1,Cc1nnc(C)s1,0
396.15,Cc1ccc2c(c1)Sc1ccc(C)cc1S2,Cc1ccc2c(c1)Sc1ccc(C)cc1S2,0
356.65,Cc1ncsc1C,Cc1ncsc1C,0
347.65,CC(=S)N(C)C,CC(=S)N(C)C,0
224.15,Cc1ccsc1C,Cc1ccsc1C,0
210.63,Cc1ccc(C)s1,Cc1ccc(C)s1,0
434.65,CN(C)C(N)=S,CN(C)C(N)=S,0
336.95,CNC(=S)NC,CNC(=S)NC,0
434.15,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,0
454.35,CN(C)C(N)=O,CN(C)C(N)=O,0
379.15,CNC(=O)NC,CNC(=O)NC,0
342.15,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,0
314.65,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,0
508.15,c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,c1ccc2cc(Nc3ccc(Nc4ccc5ccccc5c4)cc3)ccc2c1,0
412.65,c1ccc2cc(SSc3ccc4ccccc4c3)ccc2c1,c1ccc2cc(SSc3ccc4ccccc4c3)ccc2c1,0
569.15,O=C(Nc1cccc2ccccc12)Nc1cccc2ccccc12,O=C(Nc1cccc2ccccc12)Nc1cccc2ccccc12,0
422.15,CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1,CC(C)(C)C(O)/C(=C\c1ccc(Cl)cc1Cl)n1cncn1,0
372.45,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],0
401.15,Nc1cccc([N+](=O)[O-])c1[N+](=O)[O-],Nc1cccc([N+](=O)[O-])c1[N+](=O)[O-],0
453.25,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0
411.15,Nc1cc([N+](=O)[O-])ccc1[N+](=O)[O-],Nc1cc([N+](=O)[O-])ccc1[N+](=O)[O-],0
411.15,Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-],Nc1c([N+](=O)[O-])cccc1[N+](=O)[O-],0
435.15,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,Nc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0
658.15,O=C1c2cccc([N+](=O)[O-])c2C(=O)c2cccc([N+](=O)[O-])c21,O=C1c2cccc([N+](=O)[O-])c2C(=O)c2cccc([N+](=O)[O-])c21,0
585.15,O=C1c2cccc([N+](=O)[O-])c2C(=O)c2c1cccc2[N+](=O)[O-],O=C1c2cccc([N+](=O)[O-])c2C(=O)c2c1cccc2[N+](=O)[O-],0
344.95,O=Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],O=Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0
457.15,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,NC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,0
